user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.JS.11	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CF-46;s__	N/A	N/A	N/A	N/A	N/A	GCA_036561285.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CF-46;s__CF-46 sp036561285	87.22	0.178	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CF-46;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	67.51	11	0.97086	N/A
bin.JS.12	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEED01;s__	N/A	N/A	N/A	N/A	N/A	GCA_035279135.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEED01;s__CADEED01 sp035279135	85.63	0.345	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEED01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	77.18	11	0.98575	N/A
bin.JS.16	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__VAZQ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.97	11	0.95922	N/A
bin.JS.17	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__PALSA-1004;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__PALSA-1004;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.15	11	0.9219	N/A
bin.JS.19	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Rhizocola;s__	N/A	N/A	N/A	N/A	N/A	GCF_016862955.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Rhizocola;s__Rhizocola hellebori	85.73	0.243	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Rhizocola;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	69.4	11	0.99209	N/A
bin.JS.22	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_036502745.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__Udaeobacter sp036502745	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Chthoniobacterales;f__UBA10450;g__Udaeobacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_036525475.1, s__Udaeobacter sp036525475, 95.0, 87.64, 0.191; GCA_036488345.1, s__Udaeobacter sp036488345, 95.0, 86.68, 0.233; GCA_036002955.1, s__Udaeobacter sp036002955, 95.0, 86.48, 0.214; GCA_036494375.1, s__Udaeobacter sp036494375, 95.0, 86.13, 0.196	63.2	11	0.99077	N/A
bin.JS.5	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__DASVNK01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__DASVNK01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	78.18	11	0.88958	N/A
bin.JS.7	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JAEYTB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__JAEYTB01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	79.63	11	0.91993	N/A
bin.JS.9	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	50.85	11	0.97507	N/A
bin.JSP.10	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Palsa-739;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Palsa-739;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_025927435.1, s__Palsa-739 sp025927435, 95.0, 89.29, 0.496; GCA_035273125.1, s__Palsa-739 sp035273125, 95.0, 88.62, 0.489; GCA_035262765.1, s__Palsa-739 sp035262765, 95.0, 85.79, 0.18; GCA_036494245.1, s__Palsa-739 sp036494245, 95.0, 85.4, 0.224; GCA_025933895.1, s__Palsa-739 sp025933895, 95.0, 85.35, 0.186; GCA_005883365.1, s__Palsa-739 sp005883365, 95.0, 85.18, 0.168; GCA_035252585.1, s__Palsa-739 sp035252585, 95.0, 85.06, 0.216; GCA_036526375.1, s__Palsa-739 sp036526375, 95.0, 85.02, 0.218; GCA_036490825.1, s__Palsa-739 sp036490825, 95.0, 84.97, 0.205; GCA_036271615.1, s__Palsa-739 sp036271615, 95.0, 84.95, 0.215; GCA_035653395.1, s__Palsa-739 sp035653395, 95.0, 84.93, 0.232; GCA_036273695.1, s__Palsa-739 sp036273695, 95.0, 84.9, 0.22; GCA_035764085.1, s__Palsa-739 sp035764085, 95.0, 84.86, 0.196; GCA_035279325.1, s__Palsa-739 sp035279325, 95.0, 84.85, 0.22; GCA_035653435.1, s__Palsa-739 sp035653435, 95.0, 84.6, 0.191; GCA_036007185.1, s__Palsa-739 sp036007185, 95.0, 84.6, 0.164; GCA_036723535.1, s__Palsa-739 sp036723535, 95.0, 84.53, 0.16; GCA_025928515.1, s__Palsa-739 sp025928515, 95.0, 84.36, 0.208; GCA_035713675.1, s__Palsa-739 sp035713675, 95.0, 84.31, 0.161; GCA_035706005.1, s__Palsa-739 sp035706005, 95.0, 84.24, 0.191; GCA_025936995.1, s__Palsa-739 sp025936995, 95.0, 83.97, 0.178; GCA_036496985.1, s__Palsa-739 sp036496985, 95.0, 83.78, 0.157	76.57	11	0.98537	N/A
bin.JSP.11	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	80.5	11	0.9648	N/A
bin.JSP.12	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__JAQGMV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__JAQGMV01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	53.57	11	0.91329	N/A
bin.JSP.14	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__JBGPBY01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__20CM-2-55-15;f__20CM-2-55-15;g__JBGPBY01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	78.69	11	0.90212	N/A
bin.JSP.15	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_036265325.1, s__AC-51 sp036265325, 95.0, 84.13, 0.244; GCA_036007245.1, s__AC-51 sp036007245, 95.0, 83.82, 0.221	65.61	11	0.97837	N/A
bin.JSP.17	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	GCA_035540075.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__JACDDX01 sp035540075	91.69	0.635	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_036556505.1, s__JACDDX01 sp036556505, 95.0, 84.83, 0.268	68.03	11	0.98872	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.JSP.22	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__JAOUEA01;s__	N/A	N/A	N/A	N/A	N/A	GCA_035535815.1	95.0	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__JAOUEA01;s__JAOUEA01 sp035535815	91.44	0.55	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__JAOUEA01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	62.25	11	0.9902	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.JSP.23	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA45;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	84.11	11	0.94298	N/A
bin.JSP.24	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEEJ01;s__	N/A	N/A	N/A	N/A	N/A	GCA_036004505.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEEJ01;s__CADEEJ01 sp036004505	92.24	0.619	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CADEEJ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035277305.1, s__CADEEJ01 sp035277305, 95.0, 89.62, 0.506; GCA_035275585.1, s__CADEEJ01 sp035275585, 95.0, 86.89, 0.329; GCA_036555785.1, s__CADEEJ01 sp036555785, 95.0, 86.24, 0.299; GCA_035278165.1, s__CADEEJ01 sp035278165, 95.0, 84.56, 0.164; GCA_035606615.1, s__CADEEJ01 sp035606615, 95.0, 84.54, 0.161	59.93	11	0.99075	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.JSP.4	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__SIBH01;g__JANNGC01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Limisphaerales;f__SIBH01;g__JANNGC01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	62.77	11	0.89783	N/A
bin.JSP.5	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales_A;f__Planococcaceae;g__Sporosarcina;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	68.37	11	0.94175	N/A
bin.JSP.7	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__Gp6-AA40;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	70.61	11	0.97238	N/A
bin.JSP.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__VBAS01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__VBAS01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	74.64	11	0.98213	N/A
bin.LR.1	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.48	11	0.95029	N/A
bin.LR.11	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA122;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA122;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	66.88	11	0.90084	N/A
bin.LR.2	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__DASSCW01;s__	N/A	N/A	N/A	N/A	N/A	GCA_036556325.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__DASSCW01;s__DASSCW01 sp036556325	88.2	0.522	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__DASSCW01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035701185.1, s__DASSCW01 sp035701185, 95.0, 86.04, 0.371	85.33	11	0.98665	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.LR.4	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	67.18	11	0.96531	N/A
bin.LR.5	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__QHVT01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	81.97	11	0.96691	N/A
bin.LRP.13	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__JACDBZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__QHBO01;f__QHBO01;g__JACDBZ01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035759945.1, s__JACDBZ01 sp035759945, 95.0, 86.7, 0.23; GCA_036380955.1, s__JACDBZ01 sp036380955, 95.0, 86.62, 0.205; GCA_035697845.1, s__JACDBZ01 sp025937535, 95.0, 86.43, 0.197	52.01	11	0.96166	N/A
bin.LRP.14	d__Bacteria;p__Planctomycetota;c__MHYJ01;o__MHYJ01;f__JACPRB01;g__JACQFK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__MHYJ01;o__MHYJ01;f__JACPRB01;g__JACQFK01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	57.96	11	0.94515	N/A
bin.LRP.7	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__3-1-20CM-4-69-9;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	69.48	11	0.95102	N/A
bin.LRP.8	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__SCGC-AG-212-J23;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035631735.1, s__SCGC-AG-212-J23 sp035631735, 95.0, 88.1, 0.228; GCA_035689325.1, s__SCGC-AG-212-J23 sp035689325, 95.0, 87.75, 0.376; GCA_005883675.1, s__SCGC-AG-212-J23 sp005883675, 95.0, 87.32, 0.309; GCA_035652275.1, s__SCGC-AG-212-J23 sp035652275, 95.0, 86.83, 0.315	66.38	11	0.97909	N/A
bin.LRP.9	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__JAICJC01;g__JAICJC01;s__	N/A	N/A	N/A	N/A	N/A	GCA_036258075.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__JAICJC01;g__JAICJC01;s__JAICJC01 sp036258075	86.96	0.415	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__JAICJC01;g__JAICJC01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_035456145.1, s__JAICJC01 sp035456145, 95.0, 85.43, 0.245; GCA_025927685.1, s__JAICJC01 sp025927685, 95.0, 85.29, 0.303	85.72	11	0.97228	N/A
bin.LS.1	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Taklimakanibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_021828105.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Taklimakanibacter;s__Taklimakanibacter sp021828105	85.51	0.233	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Taklimakanibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	68.27	11	0.95817	N/A
bin.LS.10	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_C;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	61.42	11	0.97858	N/A
bin.LS.11	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Palsa-1315;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_014379455.1, s__Palsa-1315 sp014379455, 95.0, 84.01, 0.185; GCA_041743755.1, s__Palsa-1315 sp041743755, 95.0, 83.7, 0.155; GCA_002869925.2, s__Palsa-1315 sp002869925, 95.0, 82.74, 0.165	84.81	11	0.98054	N/A
bin.LS.12	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__JAQGMV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__JAQGMV01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	61.83	11	0.944	N/A
bin.LS.13	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA142;s__Gp1-AA142 sp003224855	GCA_003224855.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA142;s__Gp1-AA142 sp003224855	98.9	0.893	GCA_003224855.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA142;s__Gp1-AA142 sp003224855	98.9	0.893	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	74.48	11	N/A	N/A
bin.LS.15	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__Gp7-AA10;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Gp7-AA8;f__Gp7-AA8;g__Gp7-AA10;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	54.25	11	0.95284	N/A
bin.LS.16	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA122;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Gp1-AA122;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	57.01	11	0.94707	N/A
bin.LS.17	d__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_F;s__	N/A	N/A	N/A	N/A	N/A	GCA_035642415.1	95.0	d__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_F;s__Rubrobacter_F sp035642415	93.27	0.617	d__Bacteria;p__Actinomycetota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_F;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019247245.1, s__Rubrobacter_F sp019247245, 95.0, 87.4, 0.236	84.39	11	0.99069	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.LS.18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	58.04	11	0.96489	N/A
bin.LS.2	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JACDDX01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	82.96	11	0.96636	N/A
bin.LS.20	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__40CM-4-65-16;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	75.77	11	0.97152	N/A
bin.LS.22	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__JALZMG01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__JALZMG01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	57.23	11	0.93127	N/A
bin.LS.23	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	64.42	11	0.98163	N/A
bin.LS.24	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	58.72	11	0.9583	N/A
