Model:	LI-7810
SN:	TG10-01575
Software Version:	2.3.8
Timestamp:	2025-04-29 18:15:00
Timezone:	America/Los_Angeles
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1745975726	815404891	94613	0	""	2025-04-29	18:15:26	12982.609	426.08398	2100.1267	39.7634	55.001	32.0485	30.6234	0.00262818	11.2372	54.5005	124.25	-0.16362	24.1209	114
DATA	1745975727	815404891	94617	0	""	2025-04-29	18:15:27	12983.164	426.54169	2100.2229	39.7634	55.001	32.0496	30.6232	0.00262547	11.2369	54.5005	-49	-0.16362	24.1205	224
DATA	1745975728	815042018	94621	0	""	2025-04-29	18:15:28	12983.613	426.0517	2100.1499	39.7626	55.001	32.0489	30.6232	0.0026269	11.2376	54.5005	35.5	-0.16362	24.1209	162
DATA	1745975729	815042018	94625	0	""	2025-04-29	18:15:29	12983.016	426.3205	2100.2854	39.7634	55.001	32.0485	30.6232	0.00262795	11.2372	54.5005	-33	-0.16362	24.1205	143
DATA	1745975730	815042018	94629	0	""	2025-04-29	18:15:30	12982.205	425.81955	2100.2742	39.7634	55.001	32.0465	30.6232	0.00262341	11.2365	54.5005	177.75	-0.16362	24.1229	 94
DATA	1745975731	815042018	94633	0	""	2025-04-29	18:15:31	12982.156	426.58121	2100.3267	39.7626	55.001	32.0477	30.6232	0.00263103	11.2372	54.5005	6.5	-0.16362	24.1213	177
DATA	1745975732	815042018	94637	0	""	2025-04-29	18:15:32	12982.481	426.30841	2100.1392	39.7626	55.001	32.0496	30.6232	0.00262851	11.2373	54.5005	59.75	-0.16362	24.1217	 50
DATA	1745975733	815042018	94641	0	""	2025-04-29	18:15:33	12982.872	425.95755	2100.2078	39.7626	55.001	32.0492	30.6232	0.00262901	11.2369	54.5005	-7.25	-0.16362	24.1209	 50
DATA	1745975734	815042018	94645	0	""	2025-04-29	18:15:34	12983.506	426.18521	2100.033	39.7634	55.001	32.0496	30.6232	0.00262617	11.2372	54.5005	0.25	-0.16362	24.1217	183
DATA	1745975735	815042018	94649	0	""	2025-04-29	18:15:35	12984.548	426.04016	2100.093	39.7626	55.001	32.0496	30.6236	0.00263144	11.2368	54.5005	82.5	-0.16362	24.1217	210
DATA	1745975736	814687967	94653	0	""	2025-04-29	18:15:36	12984.078	425.63452	2100.0283	39.7638	55.001	32.0512	30.6236	0.002634	11.237	54.5005	77.25	-0.16362	24.1217	179
DATA	1745975737	814687967	94657	0	""	2025-04-29	18:15:37	12984.448	425.79053	2099.8479	39.7634	55.001	32.0516	30.6232	0.00263434	11.2369	54.5005	-54	-0.16362	24.1221	  7
DATA	1745975738	814687967	94661	0	""	2025-04-29	18:15:38	12984.547	425.84814	2100.1226	39.763	55.001	32.05	30.6232	0.00263302	11.2372	54.5005	116.5	-0.16362	24.1213	162
DATA	1745975739	814687967	94665	0	""	2025-04-29	18:15:39	12984.03	425.99857	2099.959	39.7619	55.001	32.0496	30.6232	0.00262962	11.2364	54.5005	-53	-0.16362	24.1205	177
DATA	1745975740	814687967	94669	0	""	2025-04-29	18:15:40	12984.235	426.0282	2099.822	39.763	55.001	32.0508	30.6232	0.00262805	11.2372	54.5005	9	-0.16362	24.1209	238
DATA	1745975741	814687967	94673	0	""	2025-04-29	18:15:41	12984.944	425.73325	2099.8381	39.7634	55.001	32.0504	30.6232	0.00263392	11.2369	54.5005	59.25	-0.16362	24.1205	 95
DATA	1745975742	814687967	94677	0	""	2025-04-29	18:15:42	12984.848	425.96979	2099.7771	39.7626	55.001	32.0512	30.6232	0.00263105	11.2371	54.5005	-24.25	-0.16362	24.1209	152
DATA	1745975743	814337015	94681	0	""	2025-04-29	18:15:43	12986.109	426.09061	2099.8293	39.7626	55.001	32.0508	30.6232	0.00262721	11.2371	54.5005	129.25	-0.16362	24.1205	107
DATA	1745975744	814337015	94685	0	""	2025-04-29	18:15:44	12985.872	426.06851	2099.9099	39.763	55.001	32.0516	30.6234	0.00263114	11.2368	54.5005	2	-0.16362	24.1209	 84
DATA	1745975745	814337015	94689	0	""	2025-04-29	18:15:45	12986.673	426.23495	2099.8123	39.7626	55.001	32.052	30.6234	0.00263395	11.2368	54.5005	7.5	-0.16362	24.1213	190
DATA	1745975746	814337015	94693	0	""	2025-04-29	18:15:46	12986.241	425.76376	2099.7776	39.763	55.001	32.0516	30.6232	0.00262684	11.2372	54.5005	43.5	-0.16362	24.1209	242
DATA	1745975747	814337015	94697	0	""	2025-04-29	18:15:47	12986.941	425.96802	2099.6526	39.763	55.001	32.0512	30.6232	0.00263044	11.2376	54.5005	-69.75	-0.16362	24.1221	 80
DATA	1745975748	814337015	94701	0	""	2025-04-29	18:15:48	12986.651	425.98035	2099.8491	39.763	55.001	32.05	30.6232	0.00262372	11.2371	54.5005	134.75	-0.16362	24.1213	221
DATA	1745975749	814337015	94705	0	""	2025-04-29	18:15:49	12986.385	426.14966	2099.8389	39.7638	55.001	32.0489	30.6232	0.00262658	11.237	54.5005	-10.5	-0.16362	24.1213	 44
DATA	1745975750	814337015	94709	0	""	2025-04-29	18:15:50	12985.308	425.96078	2099.8713	39.763	55.001	32.05	30.6232	0.00262765	11.2368	54.5005	129	-0.16362	24.1221	 76
DATA	1745975751	813982009	94713	0	""	2025-04-29	18:15:51	12984.367	426.28931	2099.8611	39.7638	55.001	32.0516	30.6234	0.00262692	11.2368	54.5005	162.25	-0.16362	24.1217	131
DATA	1745975752	813982009	94717	0	""	2025-04-29	18:15:52	12984.103	426.19656	2099.9155	39.763	55.001	32.0524	30.6234	0.00262018	11.237	54.5005	-35.25	-0.16362	24.1205	  6
DATA	1745975753	813982009	94721	0	""	2025-04-29	18:15:53	12982.929	425.86404	2099.9639	39.7626	55.001	32.0516	30.6234	0.00262526	11.2372	54.5005	80	-0.16362	24.1221	186
DATA	1745975754	813982009	94725	0	""	2025-04-29	18:15:54	12983.955	425.83237	2100.0103	39.7634	55.001	32.0516	30.6234	0.00262599	11.2374	54.5005	-43.75	-0.16362	24.1217	111
DATA	1745975755	813982009	94729	0	""	2025-04-29	18:15:55	12982.399	426.27698	2099.9851	39.7634	55.001	32.0516	30.6232	0.00262738	11.2376	54.5005	-82.5	-0.16362	24.1209	108
DATA	1745975756	813982009	94733	0	""	2025-04-29	18:15:56	12982.662	426.06308	2100.0649	39.7634	55.001	32.0516	30.6232	0.00262796	11.2369	54.5005	-32	-0.16362	24.1205	216
DATA	1745975757	813982009	94737	0	""	2025-04-29	18:15:57	12982.45	425.85284	2100.1006	39.763	55.001	32.0504	30.6232	0.00262606	11.2371	54.5005	-50	-0.16362	24.1209	 98
DATA	1745975758	813613891	94741	0	""	2025-04-29	18:15:58	12982.844	426.03275	2099.863	39.763	55.001	32.05	30.6232	0.00262713	11.2374	54.5005	38.25	-0.16362	24.1201	124
DATA	1745975759	813613891	94745	0	""	2025-04-29	18:15:59	12983.587	425.61288	2099.9424	39.7634	55.001	32.052	30.6232	0.00263005	11.2373	54.5005	42	-0.16362	24.1213	137
DATA	1745975760	813613891	94749	0	""	2025-04-29	18:16:00	12983.112	426.03146	2099.8308	39.7638	55.001	32.0516	30.6232	0.00262168	11.2371	54.5005	-106.25	-0.16362	24.1205	146
DATA	1745975761	813613891	94753	0	""	2025-04-29	18:16:01	12984.593	426.12576	2099.8325	39.7626	55.001	32.0508	30.6232	0.00262241	11.2367	54.5005	14	-0.16362	24.1205	170
DATA	1745975762	813613891	94757	0	""	2025-04-29	18:16:02	12984.471	426.05518	2099.8291	39.7634	55.001	32.0504	30.6234	0.00262749	11.237	54.5005	-85.5	-0.16362	24.1209	 27
DATA	1745975763	813613891	94761	0	""	2025-04-29	18:16:03	12984.243	425.99231	2100.1018	39.763	55.001	32.0492	30.6232	0.00262328	11.2374	54.5005	-22.75	-0.16362	24.1225	 39
DATA	1745975764	813613891	94765	0	""	2025-04-29	18:16:04	12984.11	426.13428	2099.9646	39.7622	55.001	32.0492	30.6232	0.0026241	11.2368	54.5005	-3.25	-0.16362	24.1213	212
DATA	1745975765	813613891	94769	0	""	2025-04-29	18:16:05	12983.651	426.05829	2099.9602	39.7638	55.001	32.0524	30.6232	0.00262556	11.2367	54.5005	85	-0.16362	24.1217	202
DATA	1745975766	813263893	94773	0	""	2025-04-29	18:16:06	12983.889	425.78409	2099.7537	39.7626	55.001	32.0516	30.6232	0.00262326	11.2367	54.5005	-42.25	-0.16362	24.1217	147
DATA	1745975767	813263893	94777	0	""	2025-04-29	18:16:07	12984.228	426.09183	2099.8701	39.763	55.001	32.05	30.6232	0.00262956	11.2368	54.5005	4	-0.16362	24.1213	247
DATA	1745975768	813263893	94781	0	""	2025-04-29	18:16:08	12983.996	425.8378	2100.0032	39.7634	55.001	32.0496	30.6232	0.00262493	11.2373	54.5005	5.5	-0.16362	24.1213	181
DATA	1745975769	813263893	94785	0	""	2025-04-29	18:16:09	12984.515	425.93936	2099.9358	39.7646	55.001	32.0508	30.6232	0.00262598	11.2372	54.5005	62.25	-0.16362	24.1225	114
DATA	1745975770	813263893	94789	0	""	2025-04-29	18:16:10	12985.401	425.97311	2100.0564	39.7626	55.001	32.05	30.6236	0.00262518	11.2373	54.5005	-11.75	-0.16362	24.1217	253
DATA	1745975771	813263893	94793	0	""	2025-04-29	18:16:11	12985.087	426.55823	2099.9604	39.7638	55.001	32.0504	30.6236	0.00262878	11.2369	54.5005	109	-0.16362	24.1217	  2
DATA	1745975772	813263893	94797	0	""	2025-04-29	18:16:12	12985.472	426.58578	2099.926	39.7634	55.001	32.0516	30.6232	0.00262824	11.2373	54.5005	-99.75	-0.16362	24.1209	107
DATA	1745975773	812911987	94801	0	""	2025-04-29	18:16:13	12984.99	426.06744	2099.8442	39.7634	55.001	32.0489	30.6232	0.00262926	11.237	54.5005	33.5	-0.16362	24.1221	190
DATA	1745975774	812911987	94805	0	""	2025-04-29	18:16:14	12985.832	426.37863	2099.8657	39.763	55.001	32.0496	30.6232	0.0026267	11.2372	54.5005	50	-0.16362	24.1221	 98
DATA	1745975775	812911987	94809	0	""	2025-04-29	18:16:15	12985.255	426.39725	2099.8586	39.763	55.001	32.0512	30.6232	0.00262437	11.2369	54.5005	-20.5	-0.16362	24.1209	 38
DATA	1745975776	812911987	94813	0	""	2025-04-29	18:16:16	12986.974	426.59137	2099.7185	39.763	55.001	32.0512	30.6232	0.00262771	11.2374	54.5005	-30.75	-0.16362	24.1209	 90
DATA	1745975777	812911987	94817	0	""	2025-04-29	18:16:17	12986.198	425.87378	2099.8472	39.763	55.001	32.0508	30.6232	0.00262661	11.2373	54.5005	-4	-0.16362	24.1209	158
DATA	1745975778	812911987	94821	0	""	2025-04-29	18:16:18	12987.156	426.15399	2100.0105	39.7634	55.001	32.0516	30.6234	0.00262363	11.2369	54.5005	-40.75	-0.16362	24.1209	116
DATA	1745975779	812911987	94825	0	""	2025-04-29	18:16:19	12986.516	425.78265	2100.0669	39.7626	55.001	32.0496	30.6236	0.00262553	11.2369	54.5005	-64.5	-0.16362	24.1205	 94
DATA	1745975780	812911987	94829	0	""	2025-04-29	18:16:20	12986.694	426.14825	2100.1223	39.7626	55.001	32.05	30.6234	0.0026186	11.2371	54.5005	14	-0.16362	24.1217	 12
DATA	1745975781	812556028	94833	0	""	2025-04-29	18:16:21	12986.217	426.17316	2100.2686	39.7634	55.001	32.05	30.6232	0.00261809	11.2368	54.5005	-49.5	-0.16362	24.1221	204
DATA	1745975782	812556028	94837	0	""	2025-04-29	18:16:22	12985.798	426.22614	2100.1499	39.7638	55.001	32.0496	30.6232	0.00261869	11.2368	54.5005	1.75	-0.16362	24.1221	 35
DATA	1745975783	812556028	94841	0	""	2025-04-29	18:16:23	12984.704	426.34589	2100.1238	39.763	55.001	32.0508	30.6232	0.002628	11.2372	54.5005	50.75	-0.16362	24.1213	155
DATA	1745975784	812556028	94845	0	""	2025-04-29	18:16:24	12984.131	426.23514	2100.3645	39.7638	55.001	32.0527	30.6232	0.00262371	11.2371	54.5005	20.25	-0.16362	24.1213	 36
DATA	1745975785	812556028	94849	0	""	2025-04-29	18:16:25	12984.698	426.18323	2100.405	39.7638	55.001	32.0527	30.6232	0.00262279	11.2371	54.5005	-68.75	-0.16362	24.1217	 78
DATA	1745975786	812556028	94853	0	""	2025-04-29	18:16:26	12982.529	426.20993	2100.3308	39.7634	55.001	32.0508	30.6234	0.00262415	11.2374	54.5005	43	-0.16362	24.1217	167
DATA	1745975787	812556028	94857	0	""	2025-04-29	18:16:27	12983.283	426.05957	2100.1001	39.7634	55.001	32.0489	30.6236	0.00262506	11.2368	54.5005	-5.25	-0.16362	24.1221	 59
DATA	1745975788	812187910	94861	0	""	2025-04-29	18:16:28	12982.133	426.10944	2100.1064	39.7638	55.001	32.0485	30.6236	0.00262688	11.2367	54.5005	-31.5	-0.16362	24.1221	 57
DATA	1745975789	812187910	94865	0	""	2025-04-29	18:16:29	12982.676	426.32175	2100.0642	39.7638	55.001	32.0492	30.6232	0.00262666	11.2376	54.5005	13.75	-0.16362	24.1209	 82
DATA	1745975790	812187910	94869	0	""	2025-04-29	18:16:30	12982.775	426.33679	2099.9829	39.7634	55.001	32.0485	30.6232	0.00262516	11.2369	54.5005	3.5	-0.16362	24.1209	  3
DATA	1745975791	812187910	94873	0	""	2025-04-29	18:16:31	12983.203	425.76019	2100.1807	39.763	55.001	32.05	30.6232	0.00262501	11.237	54.5005	150.5	-0.16362	24.1209	 85
DATA	1745975792	812187910	94877	0	""	2025-04-29	18:16:32	12981.811	425.96619	2100.1477	39.7638	55.001	32.0524	30.6232	0.0026299	11.237	54.5005	-53	-0.16362	24.1209	127
DATA	1745975793	812187910	94881	0	""	2025-04-29	18:16:33	12982.005	426.10043	2100.3684	39.7638	55.001	32.0512	30.6232	0.00263555	11.2372	54.5005	-53	-0.16362	24.1201	185
DATA	1745975794	812187910	94885	0	""	2025-04-29	18:16:34	12981.99	425.43762	2100.0886	39.7634	55.001	32.052	30.6232	0.00262858	11.2368	54.5004	18.5	-0.16362	24.1209	188
DATA	1745975795	812187910	94889	0	""	2025-04-29	18:16:35	12983.551	425.88275	2100.0161	39.7642	55.001	32.0489	30.6232	0.00262786	11.237	54.5005	-54	-0.16362	24.1205	180
DATA	1745975796	811837911	94893	0	""	2025-04-29	18:16:36	12982.81	425.72952	2099.9839	39.7638	55.001	32.0492	30.6232	0.00263012	11.2372	54.5005	-40.25	-0.16362	24.1209	 85
DATA	1745975797	811837911	94897	0	""	2025-04-29	18:16:37	12984.604	425.87561	2099.8777	39.7638	55.001	32.0508	30.6232	0.00262432	11.2376	54.5005	52.25	-0.16362	24.1221	103
DATA	1745975798	811837911	94901	0	""	2025-04-29	18:16:38	12982.992	425.90027	2099.7405	39.7642	55.001	32.0496	30.6232	0.00262761	11.2374	54.5004	81.25	-0.16362	24.1221	 82
DATA	1745975799	811837911	94905	0	""	2025-04-29	18:16:39	12983.873	425.68481	2099.7798	39.7626	55.001	32.05	30.6232	0.00262813	11.2369	54.5005	81.75	-0.16362	24.1217	 16
DATA	1745975800	811837911	94909	0	""	2025-04-29	18:16:40	12984.201	426.26678	2099.7576	39.7634	55.001	32.05	30.6232	0.00262284	11.2369	54.5004	-90.5	-0.16362	24.1217	224
DATA	1745975801	811837911	94913	0	""	2025-04-29	18:16:41	12984.503	425.97937	2099.7349	39.7626	55.001	32.0481	30.6232	0.00262449	11.2367	54.5002	88.5	-0.16362	24.1217	 39
DATA	1745975802	811837911	94917	0	""	2025-04-29	18:16:42	12984.781	426.24707	2099.8274	39.763	55.001	32.0492	30.6232	0.00263079	11.2369	54.5002	12	-0.16362	24.1213	128
DATA	1745975803	811476945	94921	0	""	2025-04-29	18:16:43	12984.714	426.12912	2099.6565	39.7638	55.001	32.0496	30.6232	0.00262841	11.2366	54.4998	36.25	-0.16362	24.1225	101
DATA	1745975804	811476945	94925	0	""	2025-04-29	18:16:44	12984.238	425.97763	2099.6821	39.7626	55.001	32.0496	30.6232	0.0026304	11.2376	54.5004	11.75	-0.16362	24.1213	 35
DATA	1745975805	811476945	94929	0	""	2025-04-29	18:16:45	12985.411	426.28091	2099.6775	39.763	55.001	32.05	30.6234	0.00262835	11.2366	54.5	58.5	-0.16362	24.1213	249
DATA	1745975806	811476945	94933	0	""	2025-04-29	18:16:46	12985.811	425.93384	2099.5002	39.7634	55.001	32.0481	30.6232	0.00263091	11.2367	54.5	9	-0.16362	24.1213	237
DATA	1745975807	811476945	94937	0	""	2025-04-29	18:16:47	12985.568	426.10645	2099.6216	39.7634	55.001	32.0473	30.6232	0.0026303	11.2368	54.5005	17.25	-0.16362	24.1209	 35
DATA	1745975808	811476945	94941	0	""	2025-04-29	18:16:48	12985.035	426.04779	2099.6155	39.7626	55.001	32.0508	30.6232	0.0026277	11.2368	54.5004	47.5	-0.16362	24.1209	252
DATA	1745975809	811476945	94945	0	""	2025-04-29	18:16:49	12984.948	426.20224	2099.6748	39.7638	55.001	32.0504	30.6232	0.00263082	11.2367	54.5005	-59.75	-0.16362	24.1213	147
DATA	1745975810	811476945	94949	0	""	2025-04-29	18:16:50	12985.16	426.01315	2099.6682	39.7634	55.001	32.0481	30.6234	0.00262671	11.237	54.5004	-30.5	-0.16362	24.1209	216
DATA	1745975811	811126947	94953	0	""	2025-04-29	18:16:51	12985.798	426.41501	2099.741	39.763	55.001	32.05	30.6232	0.00263224	11.2373	54.5002	51.25	-0.16362	24.1205	105
DATA	1745975812	811126947	94957	0	""	2025-04-29	18:16:52	12986.329	426.2012	2099.7913	39.763	55.001	32.0496	30.6232	0.00262806	11.2371	54.5002	-84.75	-0.16362	24.1209	 21
DATA	1745975813	811126947	94961	0	""	2025-04-29	18:16:53	12986.279	426.39978	2099.8269	39.7638	55.001	32.0481	30.6234	0.00262928	11.2373	54.5004	22	-0.16362	24.1205	212
DATA	1745975814	811126947	94965	0	""	2025-04-29	18:16:54	12986.67	426.15991	2099.7205	39.7638	55.001	32.0489	30.6234	0.00262573	11.2365	54.5004	2.5	-0.16362	24.1221	195
DATA	1745975815	811126947	94969	0	""	2025-04-29	18:16:55	12986.671	426.29544	2099.4988	39.7626	55.001	32.0485	30.6232	0.00262557	11.2366	54.5004	11.25	-0.16362	24.1213	101
DATA	1745975816	811126947	94973	0	""	2025-04-29	18:16:56	12987.699	426.08368	2099.6479	39.763	55.001	32.0481	30.6232	0.00262306	11.237	54.5002	33.75	-0.16362	24.1213	252
DATA	1745975817	811126947	94977	0	""	2025-04-29	18:16:57	12987.961	426.09094	2099.4148	39.7642	55.001	32.05	30.6232	0.00262602	11.2367	54.5005	116.75	-0.16362	24.1217	 39
DATA	1745975818	810765027	94981	0	""	2025-04-29	18:16:58	12988.408	426.32272	2099.438	39.7642	55.001	32.0496	30.6232	0.00262283	11.2372	54.5004	26.75	-0.16362	24.1213	 32
DATA	1745975819	810765027	94985	0	""	2025-04-29	18:16:59	12988.796	426.01105	2099.3591	39.763	55.001	32.05	30.6232	0.00262792	11.2368	54.5002	36.5	-0.16362	24.1221	138
DATA	1745975820	810765027	94989	0	""	2025-04-29	18:17:00	12989.322	426.14191	2099.3689	39.763	55.001	32.05	30.6232	0.00262765	11.2366	54.5002	20	-0.16362	24.1217	 21
DATA	1745975821	810765027	94993	0	""	2025-04-29	18:17:01	12989.012	425.79224	2099.5149	39.7634	55.001	32.0496	30.6232	0.00262366	11.2369	54.4998	-2.5	-0.16362	24.1221	 34
DATA	1745975822	810765027	94997	0	""	2025-04-29	18:17:02	12989.558	426.01474	2099.1902	39.7634	55.001	32.0504	30.6232	0.00263088	11.2369	54.5002	-18.25	-0.16362	24.1213	116
DATA	1745975823	810765027	95001	0	""	2025-04-29	18:17:03	12989.907	425.80075	2099.4526	39.7638	55.001	32.0496	30.6232	0.00262208	11.2371	54.5	9.75	-0.16362	24.1205	124
DATA	1745975824	810765027	95005	0	""	2025-04-29	18:17:04	12989.161	426.33981	2099.4084	39.7634	55.001	32.0489	30.6232	0.00262106	11.2368	54.4998	4.25	-0.16362	24.1209	 34
DATA	1745975825	810765027	95009	0	""	2025-04-29	18:17:05	12989.581	426.38083	2099.2278	39.7634	55.001	32.0496	30.6232	0.00262702	11.2366	54.5	-36.75	-0.16362	24.1209	235
DATA	1745975826	810412883	95013	0	""	2025-04-29	18:17:06	12990.72	425.90393	2099.3906	39.763	55.001	32.05	30.6232	0.00262837	11.2367	54.5004	131	-0.16362	24.1201	  3
DATA	1745975827	810412883	95017	0	""	2025-04-29	18:17:07	12990.231	426.349	2099.3506	39.7626	55.001	32.0516	30.6232	0.00262196	11.2369	54.5004	-142.25	-0.16362	24.1213	 46
DATA	1745975828	810412883	95021	0	""	2025-04-29	18:17:08	12991.977	426.29529	2099.2219	39.763	55.001	32.0512	30.6232	0.00262903	11.2375	54.5	-23.75	-0.16362	24.1209	172
DATA	1745975829	810412883	95025	0	""	2025-04-29	18:17:09	12990.985	426.21439	2099.262	39.7634	55.001	32.05	30.6232	0.00263074	11.2365	54.5002	-89.75	-0.16362	24.1213	221
DATA	1745975830	810412883	95029	0	""	2025-04-29	18:17:10	12991.316	426.15155	2099.3005	39.7634	55.001	32.0496	30.6232	0.00263052	11.2372	54.5002	5.5	-0.16362	24.1209	191
DATA	1745975831	810412883	95033	0	""	2025-04-29	18:17:11	12991.427	426.15533	2099.3787	39.7634	55.001	32.0492	30.6234	0.0026282	11.2373	54.5002	195.5	-0.16362	24.1237	 12
DATA	1745975832	810412883	95037	0	""	2025-04-29	18:17:12	12990.438	426.1149	2099.3015	39.7634	55.001	32.0504	30.6232	0.00263166	11.237	54.5004	-59	-0.16362	24.1217	 99
