Model:	LI-7810
SN:	TG10-01575
Software Version:	2.3.8
Timestamp:	2025-04-09 11:29:54
Timezone:	America/Los_Angeles
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1744223469	93616962	309	256	""	2025-04-09	11:31:09	nan	nan	nan	96.4602	23.8905	96.8766	30.501	0	0	23.5744	-14000	0	15.8912	 68
DATA	1744223470	93616962	313	256	""	2025-04-09	11:31:10	nan	nan	nan	96.4591	23.9125	96.8766	30.501	0	0	23.5948	-14000	0	15.8901	 53
DATA	1744223471	93616962	317	256	""	2025-04-09	11:31:11	nan	nan	nan	96.4591	23.9351	96.8766	30.5013	0	0	23.6164	-14000	0	15.8889	117
DATA	1744223472	93616962	321	256	""	2025-04-09	11:31:12	nan	nan	nan	96.4594	23.9577	96.8763	30.5019	0	0	23.6382	-14000	0	15.8869	130
DATA	1744223473	93616962	325	256	""	2025-04-09	11:31:13	nan	nan	nan	96.4594	23.9804	96.877	30.5019	0	0	23.6596	-14000	0	15.8857	 83
DATA	1744223474	93616962	329	256	""	2025-04-09	11:31:14	nan	nan	nan	96.4598	24.0027	96.8763	30.5019	0	0	23.6811	-14000	0	15.8838	121
DATA	1744223475	93297004	333	256	""	2025-04-09	11:31:15	nan	nan	nan	96.4598	24.0246	96.8763	30.5019	0	0	23.7026	-14000	0	15.8814	106
DATA	1744223476	93297004	337	256	""	2025-04-09	11:31:16	nan	nan	nan	96.4587	24.0464	96.8763	30.5021	0	0	23.7242	-14000	0	15.8826	108
DATA	1744223477	93297004	341	256	""	2025-04-09	11:31:17	nan	nan	nan	96.4594	24.0667	96.8763	30.5028	0	0	23.7447	-14000	0	15.8803	117
DATA	1744223478	93297004	345	256	""	2025-04-09	11:31:18	nan	nan	nan	96.4594	24.0871	96.8759	30.5028	0	0	23.7651	-14000	0	15.8791	128
DATA	1744223479	93297004	349	256	""	2025-04-09	11:31:19	nan	nan	nan	96.4587	24.1083	96.8763	30.5028	0	0	23.7866	-14000	0	15.8775	137
DATA	1744223480	93297004	353	256	""	2025-04-09	11:31:20	nan	nan	nan	96.4591	24.1291	96.8759	30.5028	0	0	23.809	-14000	0	15.8767	 60
DATA	1744223481	93297004	357	256	""	2025-04-09	11:31:21	nan	nan	nan	96.4591	24.1505	96.8763	30.503	0	0	23.8302	-14000	0	15.8755	 45
DATA	1744223482	92958927	361	256	""	2025-04-09	11:31:22	nan	nan	nan	96.4591	24.1713	96.877	30.5037	0	0	23.8515	-14000	0	15.8752	 68
DATA	1744223483	92958927	365	256	""	2025-04-09	11:31:23	nan	nan	nan	96.4587	24.1915	96.8751	30.5037	0	0	23.873	-14000	0	15.8736	 83
DATA	1744223484	92958927	369	256	""	2025-04-09	11:31:24	nan	nan	nan	96.4587	24.212	96.8766	30.5037	0	0	23.8944	-14000	0	15.8732	 87
DATA	1744223485	92958927	373	256	""	2025-04-09	11:31:25	nan	nan	nan	96.4591	24.232	96.8763	30.5041	0	0	23.9161	-14000	0	15.8724	 66
DATA	1744223486	92958927	377	256	""	2025-04-09	11:31:26	nan	nan	nan	96.4594	24.2505	96.8763	30.5043	0	0	23.9354	-14000	0	15.874	 84
DATA	1744223487	92958927	381	256	""	2025-04-09	11:31:27	nan	nan	nan	96.4583	24.2702	96.8751	30.5045	0	0	23.9567	-14000	0	15.8728	137
DATA	1744223488	92958927	385	256	""	2025-04-09	11:31:28	nan	nan	nan	96.4598	24.2902	96.8759	30.5045	0	0	23.979	-14000	0	15.872	 53
DATA	1744223489	92958927	389	256	""	2025-04-09	11:31:29	nan	nan	nan	96.4591	24.31	96.8759	30.5045	0	0	24.0004	-14000	0	15.8716	 28
DATA	1744223490	92624902	393	256	""	2025-04-09	11:31:30	nan	nan	nan	96.4591	24.3298	96.8755	30.5052	0	0	24.0219	-14000	0	15.8704	103
DATA	1744223491	92624902	397	256	""	2025-04-09	11:31:31	nan	nan	nan	96.4583	24.3493	96.8747	30.5054	0	0	24.0431	-14000	0	15.8693	113
DATA	1744223492	92624902	401	256	""	2025-04-09	11:31:32	nan	nan	nan	96.4583	24.3687	96.8755	30.5054	0	0	24.0643	-14000	0	15.8689	115
DATA	1744223493	92624902	405	256	""	2025-04-09	11:31:33	nan	nan	nan	96.4583	24.3878	96.8743	30.5054	0	0	24.0857	-14000	0	15.8673	120
DATA	1744223494	92624902	409	256	""	2025-04-09	11:31:34	nan	nan	nan	96.4583	24.4063	96.8751	30.5061	0	0	24.1065	-14000	0	15.8646	102
DATA	1744223495	92624902	413	256	""	2025-04-09	11:31:35	nan	nan	nan	96.4594	24.4245	96.8755	30.5063	0	0	24.1268	-14000	0	15.8634	111
DATA	1744223496	92624902	417	256	""	2025-04-09	11:31:36	nan	nan	nan	96.4579	24.4431	96.8751	30.5063	0	0	24.1484	-14000	0	15.8626	114
DATA	1744223497	92286109	421	256	""	2025-04-09	11:31:37	nan	nan	nan	96.4591	24.4621	96.8755	30.5063	0	0	24.17	-14000	0	15.8622	  4
DATA	1744223498	92286109	425	256	""	2025-04-09	11:31:38	nan	nan	nan	96.4583	24.4806	96.8755	30.5065	0	0	24.1913	-14000	0	15.861	 69
DATA	1744223499	92286109	429	256	""	2025-04-09	11:31:39	nan	nan	nan	96.4591	24.4999	96.8743	30.5072	0	0	24.2127	-14000	0	15.8606	133
DATA	1744223500	92286109	433	256	""	2025-04-09	11:31:40	nan	nan	nan	96.4598	24.5188	96.8759	30.5072	0	0	24.2341	-14000	0	15.8599	117
DATA	1744223501	92286109	437	256	""	2025-04-09	11:31:41	nan	nan	nan	96.4587	24.5376	96.8759	30.5072	0	0	24.2553	-14000	0	15.8591	117
DATA	1744223502	92286109	441	256	""	2025-04-09	11:31:42	nan	nan	nan	96.4587	24.5558	96.8763	30.5076	0	0	24.2765	-14000	0	15.8591	120
DATA	1744223503	92286109	445	256	""	2025-04-09	11:31:43	nan	nan	nan	96.4594	24.5725	96.8766	30.508	0	0	24.296	-14000	0	15.8599	 27
DATA	1744223504	92286109	449	256	""	2025-04-09	11:31:44	nan	nan	nan	96.4602	24.5909	96.8759	30.508	0	0	24.3173	-14000	0	15.8591	 66
DATA	1744223505	91949939	453	256	""	2025-04-09	11:31:45	nan	nan	nan	96.4591	24.609	96.8763	30.508	0	0	24.339	-14000	0	15.8571	232
DATA	1744223506	91949939	457	256	""	2025-04-09	11:31:46	nan	nan	nan	96.4594	24.6275	96.8759	30.5087	0	0	24.3602	-14000	0	15.8575	146
DATA	1744223507	91949939	461	256	""	2025-04-09	11:31:47	nan	nan	nan	96.4587	24.6452	96.8755	30.5089	0	0	24.3813	-14000	0	15.8567	145
DATA	1744223508	91949939	465	256	""	2025-04-09	11:31:48	nan	nan	nan	96.4591	24.6633	96.8743	30.5089	0	0	24.4027	-14000	0	15.8559	143
DATA	1744223509	91949939	469	256	""	2025-04-09	11:31:49	nan	nan	nan	96.4583	24.6821	96.8747	30.5091	0	0	24.4238	-14000	0	15.8548	148
DATA	1744223510	91949939	473	256	""	2025-04-09	11:31:50	nan	nan	nan	96.4579	24.7	96.8747	30.5098	0	0	24.445	-14000	0	15.854	133
DATA	1744223511	91949939	477	256	""	2025-04-09	11:31:51	nan	nan	nan	96.4583	24.717	96.8739	30.5098	0	0	24.4653	-14000	0	15.8508	 88
DATA	1744223512	91603994	481	256	""	2025-04-09	11:31:52	nan	nan	nan	96.4579	24.7342	96.8743	30.5098	0	0	24.4856	-14000	0	15.8504	123
DATA	1744223513	91603994	485	256	""	2025-04-09	11:31:53	nan	nan	nan	96.4575	24.7521	96.8751	30.5104	0	0	24.5076	-14000	0	15.8493	113
DATA	1744223514	91603994	489	256	""	2025-04-09	11:31:54	nan	nan	nan	96.4567	24.7697	96.8735	30.5107	0	0	24.5287	-14000	0	15.8485	144
DATA	1744223515	91603994	493	256	""	2025-04-09	11:31:55	nan	nan	nan	96.4575	24.7876	96.8743	30.5107	0	0	24.5498	-14000	0	15.8477	143
DATA	1744223516	91603994	497	256	""	2025-04-09	11:31:56	nan	nan	nan	96.4575	24.8053	96.8735	30.5109	0	0	24.571	-14000	0	15.8469	 80
DATA	1744223517	91603994	501	256	""	2025-04-09	11:31:57	nan	nan	nan	96.4571	24.8228	96.8731	30.5115	0	0	24.5921	-14000	0	15.8461	105
DATA	1744223518	91603994	505	256	""	2025-04-09	11:31:58	nan	nan	nan	96.4563	24.8404	96.8731	30.5115	0	0	24.6132	-14000	0	15.8453	104
DATA	1744223519	91603994	509	256	""	2025-04-09	11:31:59	nan	nan	nan	96.4563	24.8588	96.8743	30.5115	0	0	24.6343	-14000	0	15.8449	135
DATA	1744223520	91268062	513	256	""	2025-04-09	11:32:00	nan	nan	nan	96.4571	24.8749	96.8735	30.5122	0	0	24.6536	-14000	0	15.8465	101
DATA	1744223521	91268062	517	256	""	2025-04-09	11:32:01	nan	nan	nan	96.4563	24.8922	96.8739	30.5124	0	0	24.675	-14000	0	15.8453	 54
DATA	1744223522	91268062	521	256	""	2025-04-09	11:32:02	nan	nan	nan	96.4563	24.9096	96.8728	30.5124	0	0	24.6964	-14000	0	15.8449	112
DATA	1744223523	91268062	525	256	""	2025-04-09	11:32:03	nan	nan	nan	96.4567	24.9272	96.8731	30.5131	0	0	24.7175	-14000	0	15.8446	102
DATA	1744223524	91268062	529	256	""	2025-04-09	11:32:04	nan	nan	nan	96.4567	24.9444	96.8731	30.5133	0	0	24.7386	-14000	0	15.8434	112
DATA	1744223525	91268062	533	256	""	2025-04-09	11:32:05	nan	nan	nan	96.4559	24.9618	96.8731	30.5133	0	0	24.7595	-14000	0	15.8434	115
DATA	1744223526	91268062	537	256	""	2025-04-09	11:32:06	nan	nan	nan	96.4567	24.9791	96.8735	30.5139	0	0	24.7806	-14000	0	15.8422	124
DATA	1744223527	90924978	541	256	""	2025-04-09	11:32:07	nan	nan	nan	96.4559	24.9964	96.8739	30.5141	0	0	24.8017	-14000	0	15.8422	130
DATA	1744223528	90924978	545	256	""	2025-04-09	11:32:08	nan	nan	nan	96.4563	25.0124	96.8728	30.5141	0	0	24.8207	-14000	0	15.8395	119
DATA	1744223529	90924978	549	256	""	2025-04-09	11:32:09	nan	nan	nan	96.4559	25.03	96.8728	30.5148	0	0	24.842	-14000	0	15.8379	244
DATA	1744223530	90924978	553	256	""	2025-04-09	11:32:10	nan	nan	nan	96.4408	25.0471	96.8572	30.515	0	0	24.8635	-14000	0	15.8375	 59
DATA	1744223531	90924978	557	256	""	2025-04-09	11:32:11	nan	nan	nan	96.4365	25.0643	96.8537	30.515	0	0	24.8846	-14000	0	15.8367	 74
DATA	1744223532	90924978	561	256	""	2025-04-09	11:32:12	nan	nan	nan	96.4423	25.0816	96.8603	30.5159	0	0	24.9057	-14000	0	15.8359	115
DATA	1744223533	90924978	565	256	""	2025-04-09	11:32:13	nan	nan	nan	96.4462	25.0987	96.8638	30.5159	0	0	24.9264	-14000	0	15.8359	141
DATA	1744223534	90924978	569	256	""	2025-04-09	11:32:14	nan	nan	nan	96.4489	25.1158	96.8658	30.5159	0	0	24.9474	-14000	0	15.8347	149
DATA	1744223535	90590953	573	256	""	2025-04-09	11:32:15	nan	nan	nan	96.4513	25.1331	96.8681	30.5168	0	0	24.9683	-14000	0	15.8332	111
DATA	1744223536	90590953	577	256	""	2025-04-09	11:32:16	nan	nan	nan	96.4517	25.1503	96.87	30.5168	0	0	24.9893	-14000	0	15.834	228
DATA	1744223537	90590953	581	256	""	2025-04-09	11:32:17	nan	nan	nan	96.4528	25.1659	96.87	30.517	0	0	25.0085	-14000	0	15.8344	221
DATA	1744223538	90590953	585	256	""	2025-04-09	11:32:18	nan	nan	nan	96.4524	25.1829	96.87	30.5176	0	0	25.0295	-14000	0	15.8351	 21
DATA	1744223539	90590953	589	256	""	2025-04-09	11:32:19	nan	nan	nan	96.454	25.2005	96.87	30.5176	0	0	25.0505	-14000	0	15.832	162
DATA	1744223540	90590953	593	256	""	2025-04-09	11:32:20	nan	nan	nan	96.4536	25.2177	96.8704	30.5179	0	0	25.0712	-14000	0	15.834	 53
DATA	1744223541	90590953	597	256	""	2025-04-09	11:32:21	nan	nan	nan	96.4536	25.235	96.8708	30.5185	0	0	25.0921	-14000	0	15.8336	 60
DATA	1744223542	90245962	601	256	""	2025-04-09	11:32:22	nan	nan	nan	96.4528	25.2519	96.8704	30.5185	0	0	25.1129	-14000	0	15.8324	 95
DATA	1744223543	90245962	605	256	""	2025-04-09	11:32:23	nan	nan	nan	96.4536	25.2688	96.8704	30.5192	0	0	25.1339	-14000	0	15.8324	108
DATA	1744223544	90245962	609	256	""	2025-04-09	11:32:24	nan	nan	nan	96.4536	25.2859	96.87	30.5194	0	0	25.1547	-14000	0	15.8316	 18
DATA	1744223545	90245962	613	256	""	2025-04-09	11:32:25	nan	nan	nan	96.4528	25.3015	96.8696	30.5194	0	0	25.1739	-14000	0	15.8289	123
DATA	1744223546	90245962	617	256	""	2025-04-09	11:32:26	nan	nan	nan	96.4524	25.3185	96.8696	30.5203	0	0	25.1947	-14000	0	15.8285	121
DATA	1744223547	90245962	621	256	""	2025-04-09	11:32:27	nan	nan	nan	96.4524	25.3355	96.87	30.5203	0	0	25.216	-14000	0	15.8277	204
DATA	1744223548	90245962	625	256	""	2025-04-09	11:32:28	nan	nan	nan	96.4524	25.3524	96.8696	30.5207	0	0	25.237	-14000	0	15.8273	 65
DATA	1744223549	90245962	629	256	""	2025-04-09	11:32:29	nan	nan	nan	96.4524	25.3699	96.87	30.5211	0	0	25.2575	-14000	0	15.8265	 25
DATA	1744223550	89914083	633	256	""	2025-04-09	11:32:30	nan	nan	nan	96.4521	25.3872	96.8693	30.5211	0	0	25.2783	-14000	0	15.8261	103
DATA	1744223551	89914083	637	256	""	2025-04-09	11:32:31	nan	nan	nan	96.4521	25.4044	96.8685	30.522	0	0	25.2993	-14000	0	15.8253	 58
DATA	1744223552	89914083	641	256	""	2025-04-09	11:32:32	nan	nan	nan	96.4521	25.4213	96.8689	30.522	0	0	25.3199	-14000	0	15.8253	 56
DATA	1744223553	89914083	645	256	""	2025-04-09	11:32:33	nan	nan	nan	96.4513	25.438	96.8696	30.5227	0	0	25.3407	-14000	0	15.8245	 66
DATA	1744223554	89914083	649	256	""	2025-04-09	11:32:34	nan	nan	nan	96.4513	25.4537	96.8685	30.5229	0	0	25.3598	-14000	0	15.8261	133
DATA	1744223555	89914083	653	256	""	2025-04-09	11:32:35	nan	nan	nan	96.4509	25.4708	96.8693	30.5229	0	0	25.3811	-14000	0	15.8257	127
