localizeddatetime\r\n',temp,windSpeed,windDirection,humidity,dayRain_c,dayET_c
2024-08-05 11:30:00\r\n',73.7,5,303.8779528,63.5,0,0.20382226
2024-08-05 11:45:00\r\n',72.5,4,295.3976378,64,0,0.226894738
2024-08-05 12:00:00\r\n',73,5,310.9448819,64,0,0.250317648
2024-08-05 12:15:00\r\n',74.8,8,306.7047244,61,0,0.273542796
2024-08-05 12:30:00\r\n',73.8,6,306.7047244,62.5,0,0.296999729
2024-08-05 12:45:00\r\n',75.3,7,306.7047244,60,0,0.320975306
2024-08-05 13:15:00\r\n',75.2,3,301.0511811,59.5,0,0.370797295
2024-08-05 13:30:00\r\n',75.9,6,289.7440945,58.5,0,0.395993656
2024-08-05 13:45:00\r\n',76.9,1,202.1141732,57,0,0.421820094
2024-08-05 14:00:00\r\n',76.4,5,316.5984252,56.5,0,0.447722459
2024-08-05 14:15:00\r\n',76.7,2,326.492126,56,0,0.473052387
2024-08-05 14:30:00\r\n',74.8,6,329.3188976,58.5,0,0.497231679
2024-08-05 14:45:00\r\n',73.7,6,316.5984252,60,0,0.519136218
2024-08-05 15:00:00\r\n',71.9,7,291.1574803,62,0,0.540007156
2024-08-05 15:15:00\r\n',71.8,5,306.7047244,62,0,0.560303444
2024-08-05 15:30:00\r\n',71.2,10,301.0511811,63,0,0.578913959
2024-08-05 15:45:00\r\n',70.4,8,277.023622,63.5,0,0.595942518
2024-08-05 16:00:00\r\n',70.9,3,318.011811,63,0,0.613386675
2024-08-05 16:15:00\r\n',70,5,301.0511811,64.5,0,0.627229852
2024-08-05 16:30:00\r\n',69.3,7,293.984252,65.5,0,0.639312764
2024-08-05 16:45:00\r\n',68.4,7,308.1181102,67.5,0,0.653452515
2024-08-05 17:00:00\r\n',68.1,5,289.7440945,68.5,0,0.666978011
2024-08-05 17:15:00\r\n',70.6,3,24.02755906,64,0,0.679784799
2024-08-05 17:30:00\r\n',69.5,3,89.04330709,66,0,0.691273305
2024-08-05 17:45:00\r\n',68.7,4,305.2913386,66.5,0,0.698086914
2024-08-05 18:00:00\r\n',67.5,2,334.9724409,69,0,0.703368688
2024-08-05 18:15:00\r\n',66.5,1,4.24015748,70,0,0.710102637
2024-08-05 18:30:00\r\n',65,1,299.6377953,72,0,0.715396675
2024-08-05 18:45:00\r\n',63.8,3,21.2007874,73.5,0,0.719089188
2024-08-05 19:00:00\r\n',62.6,1,60.77559055,76,0,0.721362506
2024-08-05 19:15:00\r\n',62.2,1,59.36220472,76.5,0,0.722447647
2024-08-05 19:30:00\r\n',60.8,0,334.9724409,79,0,0.722695969
2024-08-05 19:45:00\r\n',59.2,1,7.066929134,80.5,0,0.722695969
2024-08-05 20:00:00\r\n',57.6,1,7.066929134,83.5,0,0.722695969
2024-08-05 20:15:00\r\n',56.4,0,7.066929134,85,0,0.722695969
2024-08-05 20:30:00\r\n',55.6,0,7.066929134,86.5,0,0.722695969
2024-08-05 20:45:00\r\n',54.7,0,7.066929134,87.5,0,0.722695969
2024-08-05 21:00:00\r\n',54.1,1,7.066929134,88.5,0,0.722695969
2024-08-05 21:15:00\r\n',53.8,0,7.066929134,90,0,0.722695969
2024-08-05 21:30:00\r\n',53.5,1,7.066929134,90,0,0.722695969
2024-08-05 21:45:00\r\n',53.2,0,7.066929134,91,0,0.722695969
2024-08-05 22:00:00\r\n',52.7,0,26.85433071,91.5,0,0.722695969
2024-08-05 22:15:00\r\n',52.6,0,7.066929134,92,0,0.722695969
2024-08-05 22:30:00\r\n',52.7,0,28.26771654,92.5,0,0.722695969
2024-08-05 22:45:00\r\n',52.7,0,7.066929134,93,0,0.722695969
2024-08-05 23:00:00\r\n',52.5,0,7.066929134,93,0,0.722695969
2024-08-05 23:15:00\r\n',52,0,7.066929134,93,0,0.722695969
2024-08-05 23:30:00\r\n',51.7,0,7.066929134,93,0,0.722695969
2024-08-05 23:45:00\r\n',51.4,0,7.066929134,93,0,0.722695969
2024-08-06 00:00:00\r\n',51.9,0,7.066929134,93,0,0
2024-08-06 00:15:00\r\n',51.1,0,329.3188976,93,0,0
2024-08-06 00:30:00\r\n',51.4,0,329.3188976,93.5,0,0
2024-08-06 00:45:00\r\n',51.4,1,327.9055118,93.5,0,0
2024-08-06 01:00:00\r\n',51.4,0,7.066929134,94,0,0
2024-08-06 01:15:00\r\n',51.6,0,7.066929134,94.5,0,0
2024-08-06 01:30:00\r\n',51.3,1,257.2362205,94.5,0,0
2024-08-06 01:45:00\r\n',50.6,0,7.066929134,94.5,0,0
2024-08-06 02:00:00\r\n',50.3,0,7.066929134,94,0,0
2024-08-06 02:15:00\r\n',50.6,0,269.9566929,94.5,0,0
2024-08-06 02:30:00\r\n',50.5,0,7.066929134,94,0,0
2024-08-06 02:45:00\r\n',50.8,2,7.066929134,94.5,0,2.39E-06
2024-08-06 03:00:00\r\n',50.6,0,7.066929134,95,0,3.50E-06
2024-08-06 03:15:00\r\n',50.1,0,286.9173228,94.5,0,3.50E-06
2024-08-06 03:30:00\r\n',51,0,286.9173228,95,0,3.50E-06
2024-08-06 03:45:00\r\n',50.9,0,7.066929134,95,0,3.50E-06
2024-08-06 04:00:00\r\n',50.5,0,35.33464567,95,0,3.50E-06
2024-08-06 04:15:00\r\n',50.7,0,318.011811,94.5,0,3.50E-06
2024-08-06 04:30:00\r\n',50.8,0,318.011811,94.5,0,3.50E-06
2024-08-06 04:45:00\r\n',51,2,301.0511811,95,0,4.65E-06
2024-08-06 05:00:00\r\n',51,3,7.066929134,94.5,0,2.26E-05
2024-08-06 05:15:00\r\n',53.2,0,7.066929134,95,0,3.06E-05
2024-08-06 05:30:00\r\n',52.9,0,301.0511811,94,0,3.06E-05
2024-08-06 05:45:00\r\n',53.4,0,301.0511811,94,0,3.06E-05
2024-08-06 06:00:00\r\n',52.4,2,301.0511811,94,0,4.34E-05
2024-08-06 06:15:00\r\n',53.3,2,301.0511811,94.5,0,0.000126458
2024-08-06 06:30:00\r\n',55,0,7.066929134,95,0,0.000332059
2024-08-06 06:45:00\r\n',58,0,7.066929134,94,0,0.000973218
2024-08-06 07:00:00\r\n',57,0,7.066929134,92,0,0.002426289
2024-08-06 07:15:00\r\n',57.7,0,296.8110236,91.5,0,0.004822829
2024-08-06 07:30:00\r\n',60.5,0,298.2244094,90,0,0.008332997
2024-08-06 07:45:00\r\n',62.5,0,7.066929134,85.5,0,0.013088951
2024-08-06 08:00:00\r\n',65.2,1,36.7480315,80,0,0.019411743
2024-08-06 08:15:00\r\n',67.4,2,131.4448819,77,0,0.027298955
2024-08-06 08:30:00\r\n',69.4,1,70.66929134,72.5,0,0.036733291
2024-08-06 08:45:00\r\n',72.9,3,282.6771654,67.5,0,0.047719875
2024-08-06 09:00:00\r\n',75.5,1,128.6181102,62.5,0,0.060555981
2024-08-06 09:15:00\r\n',77.7,2,73.49606299,58.5,0,0.075257682
2024-08-06 09:30:00\r\n',79.6,3,152.6456693,55,0,0.0914391
2024-08-06 09:45:00\r\n',78.8,3,49.46850394,53,0,0.108871797
2024-08-06 10:00:00\r\n',81.8,3,125.7913386,50.5,0,0.127746691
2024-08-06 10:15:00\r\n',82.9,1,137.0984252,44,0,0.148569828
2024-08-06 10:30:00\r\n',84.2,1,84.80314961,48.5,0,0.171070943
2024-08-06 10:45:00\r\n',82.7,3,63.6023622,51,0,0.194465282
2024-08-06 11:15:00\r\n',81.8,3,275.6102362,50.5,0,0.242788255
2024-08-06 11:30:00\r\n',80.4,2,298.2244094,53,0,0.267969086
2024-08-06 11:45:00\r\n',81,1,74.90944882,52,0,0.294091292
2024-08-06 12:00:00\r\n',81.5,6,303.8779528,50.5,0,0.320121085
2024-08-06 12:15:00\r\n',82.9,5,313.7716535,50,0,0.34600372
2024-08-06 12:30:00\r\n',82.4,2,97.52362205,50,0,0.373076913
2024-08-06 12:45:00\r\n',81.8,4,315.1850394,52,0,0.400520925
2024-08-06 13:00:00\r\n',81.8,4,319.4251969,50,0,0.427549786
2024-08-06 13:15:00\r\n',81.4,5,305.2913386,50,0,0.45430879
2024-08-06 13:30:00\r\n',78.5,7,309.5314961,53,0,0.479860268
2024-08-06 13:45:00\r\n',78.9,6,334.9724409,52.5,0,0.504539087
2024-08-06 14:00:00\r\n',80.2,2,278.4370079,50,0,0.530120781
2024-08-06 14:15:00\r\n',80.9,1,306.7047244,51,0,0.556491147
2024-08-06 14:30:00\r\n',82,2,327.9055118,48.5,0,0.582430531
2024-08-06 14:45:00\r\n',82.7,6,315.1850394,47.5,0,0.606997536
2024-08-06 15:00:00\r\n',83.6,2,12.72047244,47.5,0,0.630951183
2024-08-06 15:15:00\r\n',82.5,6,318.011811,47.5,0,0.653981744
2024-08-06 15:30:00\r\n',81.7,4,72.08267717,49,0,0.675547332
2024-08-06 15:45:00\r\n',80.6,4,80.56299213,51,0,0.696092203
2024-08-06 16:00:00\r\n',81,3,83.38976378,50,0,0.715608308
2024-08-06 16:15:00\r\n',82.5,1,316.5984252,47.5,0,0.734462247
2024-08-06 16:30:00\r\n',81.6,3,289.7440945,49,0,0.752071394
2024-08-06 16:45:00\r\n',82.8,4,293.984252,47.5,0,0.768129581
2024-08-06 17:00:00\r\n',81.6,3,312.3582677,49,0,0.78280927
2024-08-06 17:15:00\r\n',80.6,3,286.9173228,51,0,0.796007372
2024-08-06 17:30:00\r\n',80.9,2,336.3858268,50.5,0,0.807765213
2024-08-06 17:45:00\r\n',80.5,1,299.6377953,52,0,0.818113352
2024-08-06 18:00:00\r\n',79.1,0,90.45669291,53.5,0,0.826789122
2024-08-06 18:15:00\r\n',77.8,1,59.36220472,54.5,0,0.833873127
2024-08-06 18:30:00\r\n',77.1,3,103.1771654,55.5,0,0.839575209
2024-08-06 18:45:00\r\n',75.2,2,59.36220472,59,0,0.843533525
2024-08-06 19:00:00\r\n',73.5,2,73.49606299,61,0,0.845915325
2024-08-06 19:15:00\r\n',72,1,53.70866142,62,0,0.847204684
2024-08-06 19:30:00\r\n',70.3,0,63.6023622,63.5,0,0.847529534
2024-08-06 19:45:00\r\n',68,0,7.066929134,67,0,0.847529534
2024-08-06 20:00:00\r\n',66.3,0,7.066929134,69.5,0,0.847529534
2024-08-06 20:15:00\r\n',64.6,0,7.066929134,71,0,0.847529534
2024-08-06 20:30:00\r\n',62.6,2,7.066929134,74,0,0.847529534
2024-08-06 20:45:00\r\n',61,1,7.066929134,76,0,0.847529534
2024-08-06 21:00:00\r\n',59.9,0,7.066929134,78.5,0,0.847529534
2024-08-06 21:15:00\r\n',59.1,0,7.066929134,80.5,0,0.847529534
2024-08-06 21:30:00\r\n',58.3,0,7.066929134,81.5,0,0.847529534
2024-08-06 21:45:00\r\n',57.6,0,7.066929134,83,0,0.847529534
2024-08-06 22:00:00\r\n',57.4,0,7.066929134,83.5,0,0.847529534
2024-08-06 22:15:00\r\n',57.6,0,7.066929134,84,0,0.847529534
2024-08-06 22:30:00\r\n',58.3,0,7.066929134,82.5,0,0.847529534
2024-08-06 22:45:00\r\n',58.2,0,350.519685,82.5,0,0.847529534
2024-08-06 23:00:00\r\n',58.1,0,301.0511811,82.5,0,0.847529534
2024-08-06 23:15:00\r\n',58.4,0,301.0511811,82,0,0.847529534
2024-08-06 23:30:00\r\n',58.5,0,301.0511811,82,0,0.847529534
2024-08-06 23:45:00\r\n',57.4,0,329.3188976,83,0,0.847529534
2024-08-07 00:00:00\r\n',57,0,299.6377953,83.5,0,0
2024-08-07 00:15:00\r\n',57.4,0,303.8779528,84,0,0
2024-08-07 00:30:00\r\n',57,0,7.066929134,84.5,0,0
2024-08-07 00:45:00\r\n',56.8,0,7.066929134,85,0,0
2024-08-07 01:00:00\r\n',59,0,7.066929134,83.5,0,0
2024-08-07 01:15:00\r\n',58.7,0,7.066929134,83.5,0,0
2024-08-07 01:30:00\r\n',61,0,7.066929134,80,0,0
2024-08-07 01:45:00\r\n',59.1,0,7.066929134,82.5,0,0
2024-08-07 02:00:00\r\n',59.1,0,7.066929134,83,0,0
2024-08-07 02:15:00\r\n',60,0,7.066929134,82.5,0,0
2024-08-07 02:30:00\r\n',59.8,0,7.066929134,83,0,0
2024-08-07 02:45:00\r\n',59.7,0,7.066929134,83.5,0,0
2024-08-07 03:00:00\r\n',59.2,0,7.066929134,83.5,0,0
2024-08-07 03:15:00\r\n',60.7,0,7.066929134,81,0,0
2024-08-07 03:30:00\r\n',61.6,0,7.066929134,78,0,0
2024-08-07 03:45:00\r\n',57.8,0,7.066929134,82.5,0,0
2024-08-07 04:00:00\r\n',55.6,0,7.066929134,85,0,0
2024-08-07 04:15:00\r\n',54.1,0,7.066929134,87.5,0,0
2024-08-07 04:30:00\r\n',53.5,0,9.893700787,89.5,0,0
2024-08-07 04:45:00\r\n',53.3,0,319.4251969,89.5,0,0
2024-08-07 05:00:00\r\n',53.2,0,26.85433071,90.5,0,0
2024-08-07 05:15:00\r\n',53,0,7.066929134,91,0,0
2024-08-07 05:30:00\r\n',52.7,0,7.066929134,91,0,0
2024-08-07 05:45:00\r\n',52.7,0,322.2519685,91.5,0,0
2024-08-07 06:00:00\r\n',52.4,0,318.011811,91.5,0,0
2024-08-07 06:15:00\r\n',52.8,0,316.5984252,91,0,3.07E-05
2024-08-07 06:30:00\r\n',53,0,329.3188976,91.5,0,0.00019619
2024-08-07 06:45:00\r\n',53.9,0,327.9055118,91,0,0.000731698
2024-08-07 07:00:00\r\n',55.8,0,327.9055118,90,0,0.001973672
2024-08-07 07:15:00\r\n',56.6,0,7.066929134,87,0,0.004153348
2024-08-07 07:30:00\r\n',59.1,0,22.61417323,84,0,0.007396195
2024-08-07 07:45:00\r\n',61.6,0,22.61417323,81,0,0.011785161
2024-08-07 08:00:00\r\n',64.4,0,19.78740157,78,0,0.017532424
2024-08-07 08:15:00\r\n',67.9,0,22.61417323,73.5,0,0.024864057
2024-08-07 08:30:00\r\n',72.8,0,38.16141732,68.5,0,0.03394335
2024-08-07 08:45:00\r\n',75.4,4,146.992126,64.5,0,0.044803787
2024-08-07 09:00:00\r\n',,,,,0,0.044803787
2024-08-07 09:15:00\r\n',78.4,5,146.992126,59,0,0.044803787
2024-08-07 09:30:00\r\n',78.7,3,131.4448819,57.5,0,0.060012769
2024-08-07 09:45:00\r\n',79.9,4,128.6181102,56.5,0,0.076717014
2024-08-07 10:00:00\r\n',80.2,2,149.8188976,55,0,0.094879306
2024-08-07 10:15:00\r\n',80.4,6,144.1653543,54.5,0,0.114017921
2024-08-07 10:30:00\r\n',80.5,3,162.5393701,53.5,0,0.134151212
2024-08-07 10:45:00\r\n',80.1,5,145.5787402,55.5,0,0.155386399
2024-08-07 11:00:00\r\n',80,0,180.9133858,56,0,0.178003752
2024-08-07 11:15:00\r\n',82.2,3,168.1929134,52.5,0,0.202187221
2024-08-07 11:30:00\r\n',82.3,2,139.9251969,51.5,0,0.226982286
2024-08-07 11:45:00\r\n',83.8,2,84.80314961,47.5,0,0.252806648
2024-08-07 12:15:00\r\n',86.9,4,76.32283465,43,0,0.306581604
2024-08-07 12:30:00\r\n',87.5,9,70.66929134,36.5,0,0.333569371
2024-08-07 12:45:00\r\n',87.5,4,165.3661417,36.5,0,0.360983686
2024-08-07 13:00:00\r\n',87.7,6,130.0314961,34.5,0,0.389010352
2024-08-07 13:15:00\r\n',88.7,5,162.5393701,36,0,0.41702708
2024-08-07 13:30:00\r\n',87.1,3,165.3661417,37.5,0,0.445264641
2024-08-07 13:45:00\r\n',86.6,2,66.42913386,36,0,0.473449598
2024-08-07 14:00:00\r\n',86.6,2,96.11023622,35.5,0,0.501307978
2024-08-07 14:15:00\r\n',86.3,5,134.2716535,37.5,0,0.528168134
2024-08-07 14:30:00\r\n',86,4,125.7913386,39,0,0.554035922
2024-08-07 14:45:00\r\n',85.3,4,175.2598425,41,0,0.579252911
2024-08-07 15:00:00\r\n',84.5,3,127.2047244,42,0,0.603667376
2024-08-07 15:30:00\r\n',83.3,3,141.3385827,48.5,0,0.649346487
2024-08-07 15:45:00\r\n',83.2,2,46.64173228,49.5,0,0.670533912
2024-08-07 16:00:00\r\n',82.1,3,308.1181102,50.5,0,0.690476213
2024-08-07 16:15:00\r\n',79.1,7,302.4645669,54.5,0,0.708352984
2024-08-07 16:30:00\r\n',76.8,5,316.5984252,58.5,0,0.724317217
2024-08-07 16:45:00\r\n',76.4,5,305.2913386,58.5,0,0.738988926
2024-08-07 17:00:00\r\n',76.5,5,293.984252,59,0,0.752373861
