  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(18_16)Mean,    d(D_H)Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(18_16)_SD,     d(D_H)_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
    24,    P-2566,   2025/07/26 19:25:02,           1-03,       3,       -10.080,      7884.374,         18726,      -1,    1,                                        ,                                        ,                 H2O, 1753583407.86,         0.156,         3.245,        69.312,         0.001,        -0.072,         1.652,       209.315,         6.250,         4.653,        93.232,         0.722,       -11.191,       -0.0000,       -0.0000,    1,        43.625,         1,       3,       2,20250722_TristanCaro,       0,       1
    25,    P-2566,   2025/07/26 19:34:01,           1-03,       4,       -10.127,      7922.573,         18736,       0,    1,                                        ,                                        ,                 H2O, 1753583946.69,         0.141,         2.457,        67.358,         0.001,        -0.051,         1.606,       209.549,         6.172,         4.697,        92.491,         0.722,       -11.409,        0.0000,        0.0000,    1,        43.625,         1,       3,       2,20250722_TristanCaro,       0,       1
    26,    P-2566,   2025/07/26 19:43:01,           1-03,       5,       -10.135,      7942.044,         18669,       0,    1,                                        ,                                        ,                 H2O, 1753584486.52,         0.128,         1.479,        70.118,         0.000,        -0.022,         1.671,       208.903,         6.002,         4.671,        94.159,         0.723,       -11.075,       -0.0000,       -0.0000,    1,        43.562,         1,       3,       2,20250722_TristanCaro,       0,       1
    27,    P-2566,   2025/07/26 19:52:02,           1-03,       6,       -10.114,      7960.728,         18714,       0,    1,                                        ,                                        ,                 H2O, 1753585027.94,         0.146,         1.117,        69.637,         0.001,        -0.009,         1.659,       209.266,         5.761,         4.650,        95.289,         0.723,       -11.030,       -0.0000,       -0.0000,    1,        43.625,         1,       3,       2,20250722_TristanCaro,       0,       1
    28,    P-2566,   2025/07/26 20:01:02,           1-03,       7,       -10.149,      7970.768,         18736,       0,    1,                                        ,                                        ,                 H2O, 1753585567.88,         0.137,         1.072,        69.659,         0.001,         0.008,         1.661,       209.439,         5.614,         4.737,        94.284,         0.722,       -11.206,        0.0000,        0.0000,    1,        43.625,         1,       3,       2,20250722_TristanCaro,       0,       1
    29,    P-2566,   2025/07/26 20:10:02,           1-03,       8,       -10.121,      7981.079,         18756,       0,    1,                                        ,                                        ,                 H2O, 1753586107.84,         0.159,         1.044,        68.211,         0.001,         0.010,         1.626,       209.511,         5.919,         4.723,        94.335,         0.723,       -11.185,       -0.0000,       -0.0000,    1,        43.625,         1,       3,       2,20250722_TristanCaro,       0,       1
    30,    P-2566,   2025/07/26 20:19:02,           1-03,       9,       -10.152,      7984.320,         18732,       0,    1,                                        ,                                        ,                 H2O, 1753586647.97,         0.145,         1.334,        68.519,         0.000,         0.017,         1.631,       209.455,         5.780,         4.720,        93.947,         0.723,       -11.318,        0.0000,        0.0000,    1,        43.750,         1,       3,       2,20250722_TristanCaro,       0,       1
    31,    P-2567,   2025/07/26 20:30:19,           1-04,       1,        -9.039,     17935.313,         19117,      -1,    1,                                        ,                                        ,                 H2O, 1753587324.42,         0.222,        33.173,        66.924,         0.000,        -0.774,         1.587,       220.921,       -18.257,         7.312,       126.362,         0.743,       -24.103,        0.0000,        0.0000,    1,        43.688,         1,       4,       2,20250722_TristanCaro,       0,       1
    32,    P-2567,   2025/07/26 20:39:19,           1-04,       2,        -8.932,     18718.058,         18764,      -1,    1,                                        ,                                        ,                 H2O, 1753587865.05,         0.221,        34.289,        67.360,        -0.001,        -0.815,         1.609,       218.638,       -19.025,         7.329,       128.115,         0.743,       -24.131,       -0.0000,       -0.0000,    1,        43.562,         1,       4,       2,20250722_TristanCaro,       0,       1
    33,    P-2567,   2025/07/26 20:48:20,           1-04,       3,        -8.914,     18877.041,         18714,      -1,    1,                                        ,                                        ,                 H2O, 1753588405.57,         0.233,        27.621,        70.513,         0.000,        -0.655,         1.685,       218.367,       -18.827,         7.297,       127.910,         0.742,       -24.362,       -0.0000,       -0.0000,    1,        43.562,         1,       4,       2,20250722_TristanCaro,       0,       1
    34,    P-2567,   2025/07/26 20:57:20,           1-04,       4,        -8.943,     18989.724,         18762,       0,    1,                                        ,                                        ,                 H2O, 1753588946.02,         0.252,        24.737,        67.012,         0.001,        -0.583,         1.596,       218.799,       -18.998,         7.360,       128.106,         0.746,       -24.498,       -0.0000,       -0.0000,    1,        43.625,         1,       4,       2,20250722_TristanCaro,       0,       1
    35,    P-2567,   2025/07/26 21:06:21,           1-04,       5,        -8.939,     19085.668,         18754,       0,    1,                                        ,                                        ,                 H2O, 1753589486.74,         0.232,        21.511,        69.178,         0.000,        -0.505,         1.648,       218.950,       -19.496,         7.436,       127.997,         0.748,       -24.695,       -0.0000,       -0.0000,    1,        43.625,         1,       4,       2,20250722_TristanCaro,       0,       1
    36,    P-2567,   2025/07/26 21:15:22,           1-04,       6,        -8.947,     19105.145,         18734,       0,    1,                                        ,                                        ,                 H2O, 1753590027.54,         0.245,        19.416,        68.716,         0.000,        -0.456,         1.637,       218.655,       -19.571,         7.397,       129.245,         0.749,       -24.449,        0.0000,        0.0000,    1,        43.625,         1,       4,       2,20250722_TristanCaro,       0,       1
    37,    P-2567,   2025/07/26 21:24:23,           1-04,       7,        -8.924,     19149.316,         18731,       0,    1,                                        ,                                        ,                 H2O, 1753590568.06,         0.231,        18.918,        67.077,        -0.000,        -0.443,         1.598,       218.463,       -19.432,         7.355,       130.804,         0.747,       -24.382,       -0.0000,       -0.0000,    1,        43.562,         1,       4,       2,20250722_TristanCaro,       0,       1
    38,    P-2567,   2025/07/26 21:33:23,           1-04,       8,        -8.931,     19171.159,         18615,       0,    1,                                        ,                                        ,                 H2O, 1753591108.52,         0.234,        17.494,        67.093,        -0.001,        -0.409,         1.591,       217.804,       -18.929,         7.311,       128.050,         0.740,       -24.497,        0.0000,        0.0000,    1,        43.562,         1,       4,       2,20250722_TristanCaro,       0,       1
    39,    P-2567,   2025/07/26 21:42:22,           1-04,       9,        -8.914,     19185.675,         18679,       0,    1,                                        ,                                        ,                 H2O, 1753591648.01,         0.270,        14.950,        69.125,         0.000,        -0.343,         1.644,       217.998,       -19.813,         7.370,       131.319,         0.749,       -24.068,        0.0000,        0.0000,    1,        43.562,         1,       4,       2,20250722_TristanCaro,       0,       1
    40,    P-2568,   2025/07/26 21:53:41,           1-05,       1,        -6.934,     36971.165,         19042,      -1,    1,                                        ,                                        ,                 H2O, 1753592327.02,         0.413,        75.538,        73.112,         0.001,        -1.732,         1.718,       230.931,       -52.955,        12.151,       195.211,         1.039,       -42.087,       -0.0000,       -0.0000,    1,        43.625,         1,       5,       2,20250722_TristanCaro,       0,       1
    41,    P-2568,   2025/07/26 22:02:41,           1-05,       2,        -6.659,     38314.467,         18771,      -1,    1,                                        ,                                        ,                 H2O, 1753592864.10,         0.503,        66.250,        81.700,         0.003,        -1.534,         1.920,       228.940,       -54.572,        12.301,       196.306,         1.260,       -42.101,       -0.0000,       -0.0000,    1,        43.500,         1,       5,       2,20250722_TristanCaro,       0,       1
    42,    P-2568,   2025/07/26 22:11:41,           1-05,       3,        -6.775,     38665.884,         18762,      -1,    1,                                        ,                                        ,                 H2O, 1753593405.15,         0.563,        64.064,        72.408,         0.001,        -1.456,         1.694,       229.459,       -55.305,        12.466,       199.217,         1.137,       -42.945,        0.0000,        0.0000,    1,        43.500,         1,       5,       2,20250722_TristanCaro,       0,       1
    43,    P-2568,   2025/07/26 22:20:42,           1-05,       4,        -6.731,     38882.138,         18757,       0,    1,                                        ,                                        ,                 H2O, 1753593950.74,         0.552,        61.322,        75.754,        -0.003,        -1.403,         1.791,       229.376,       -55.195,        12.483,       198.430,         1.230,       -42.979,        0.0000,        0.0000,    1,        43.500,         1,       5,       2,20250722_TristanCaro,       0,       1
    44,    P-2568,   2025/07/26 22:29:43,           1-05,       5,        -5.629,     39075.393,         18652,       0,    1,                                        ,                                        ,                 H2O, 1753594489.52,         0.505,        53.695,        66.596,         0.000,        -1.239,         1.595,       225.032,       -50.489,        12.121,       198.864,         1.242,       -39.686,       -0.0000,       -0.0000,    1,        43.500,         1,       5,       2,20250722_TristanCaro,       0,       1
    45,    P-2568,   2025/07/26 22:38:43,           1-05,       6,        -6.373,     39156.673,         18734,       0,    1,                                        ,                                        ,                 H2O, 1753595027.83,         0.542,        51.108,        68.318,         0.001,        -1.121,         1.584,       228.074,       -54.686,        12.411,       201.999,         1.269,       -41.813,       -0.0000,       -0.0000,    1,        43.500,         1,       5,       2,20250722_TristanCaro,       0,       1
    46,    P-2568,   2025/07/26 22:47:43,           1-05,       7,        -6.642,     39191.701,         18631,       0,    1,                                        ,                                        ,                 H2O, 1753595569.07,         0.537,        47.112,        66.754,         0.001,        -1.046,         1.574,       228.359,       -55.206,        12.475,       198.431,         1.163,       -42.826,        0.0000,        0.0000,    1,        43.500,         1,       5,       2,20250722_TristanCaro,       0,       1
    47,    P-2568,   2025/07/26 22:56:45,           1-05,       8,        -6.753,     39240.945,         18723,       0,    1,                                        ,                                        ,                 H2O, 1753596111.10,         0.562,        47.465,        70.851,        -0.001,        -1.025,         1.639,       229.491,       -56.482,        12.584,       201.198,         1.196,       -43.326,        0.0000,        0.0000,    1,        43.500,         1,       5,       2,20250722_TristanCaro,       0,       1
    48,    P-2568,   2025/07/26 23:05:45,           1-05,       9,        -6.748,     39277.745,         18705,       0,    1,                                        ,                                        ,                 H2O, 1753596649.55,         0.482,        43.663,        68.890,        -0.001,        -0.970,         1.625,       229.421,       -55.975,        12.558,       199.032,         1.139,       -43.523,       -0.0000,       -0.0000,    1,        43.500,         1,       5,       2,20250722_TristanCaro,       0,       1
    49,    P-2569,   2025/07/26 23:17:59,           1-01,       1,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,       1,       3,SyringeCleaning_NMP_mqH2O_5xRinse,       0,       1
    50,    P-2569,   2025/07/26 23:27:54,           1-01,       2,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,       1,       3,SyringeCleaning_NMP_mqH2O_5xRinse,       0,       1
    51,    P-2569,   2025/07/26 23:37:49,           1-01,       3,              ,              ,              ,        ,     ,                                        ,                                        ,                 H2O,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,              ,     ,              ,         1,       1,       3,SyringeCleaning_NMP_mqH2O_5xRinse,       0,       1
    52,    P-2570,   2025/07/26 23:50:11,           1-06,       1,        -8.480,     19575.867,         18547,      -1,    1,                                        ,                                        ,                 H2O, 1753599316.63,         0.239,        23.634,        60.477,         0.000,         0.559,         1.445,       217.605,       -19.785,         7.390,       129.419,         0.746,       -24.748,        0.0000,        0.0000,    1,        43.562,         1,       6,       4,20250722_TristanCaro,       0,       1
    53,    P-2570,   2025/07/26 23:59:10,           1-06,       2,        -8.439,     19766.531,         18455,      -1,    1,                                        ,                                        ,                 H2O, 1753599856.15,         0.228,        15.280,        62.697,         0.001,         0.356,         1.497,       216.861,       -19.886,         7.402,       130.128,         0.746,       -24.620,       -0.0000,       -0.0000,    1,        43.500,         1,       6,       4,20250722_TristanCaro,       0,       1
    54,    P-2570,   2025/07/27 00:08:10,           1-06,       3,        -8.430,     19761.357,         18619,      -1,    1,                                        ,                                        ,                 H2O, 1753600396.16,         0.238,        10.922,        67.361,        -0.000,         0.247,         1.599,       218.083,       -20.442,         7.501,       131.305,         0.747,       -24.818,        0.0000,        0.0000,    1,        43.562,         1,       6,       4,20250722_TristanCaro,       0,       1
    55,    P-2570,   2025/07/27 00:17:12,           1-06,       4,        -8.394,     19754.386,         18518,       0,    1,                                        ,                                        ,                 H2O, 1753600937.70,         0.263,         8.250,        67.844,        -0.000,         0.175,         1.611,       217.236,       -20.059,         7.436,       131.014,         0.747,       -24.658,        0.0000,        0.0000,    1,        43.500,         1,       6,       4,20250722_TristanCaro,       0,       1
    56,    P-2570,   2025/07/27 00:26:13,           1-06,       5,        -8.443,     19743.381,         18693,       0,    1,                                        ,                                        ,                 H2O, 1753601478.69,         0.252,         5.333,        65.927,         0.001,         0.097,         1.570,       218.570,       -20.544,         7.519,       132.773,         0.748,       -24.847,       -0.0000,       -0.0000,    1,        43.500,         1,       6,       4,20250722_TristanCaro,       0,       1
    57,    P-2570,   2025/07/27 00:35:13,           1-06,       6,        -8.440,     19731.093,         18698,       0,    1,                                        ,                                        ,                 H2O, 1753602019.10,         0.239,         3.917,        65.511,         0.000,         0.049,         1.559,       218.783,       -20.675,         7.523,       132.041,         0.745,       -25.025,       -0.0000,       -0.0000,    1,        43.500,         1,       6,       4,20250722_TristanCaro,       0,       1
    58,    P-2570,   2025/07/27 00:44:13,           1-06,       7,        -8.394,     19720.385,         18698,       0,    1,                                        ,                                        ,                 H2O, 1753602559.16,         0.260,         3.733,        65.496,        -0.000,         0.009,         1.561,       218.498,       -20.588,         7.510,       131.952,         0.751,       -24.728,        0.0000,        0.0000,    1,        43.500,         1,       6,       4,20250722_TristanCaro,       0,       1
    59,    P-2570,   2025/07/27 00:53:13,           1-06,       8,        -8.402,     19708.236,         18629,       0,    1,                                        ,                                        ,                 H2O, 1753603098.96,         0.249,         4.032,        68.022,         0.001,         0.044,         1.618,       218.018,       -20.091,         7.442,       131.241,         0.748,       -24.788,        0.0000,        0.0000,    1,        43.562,         1,       6,       4,20250722_TristanCaro,       0,       1
    60,    P-2570,   2025/07/27 01:02:13,           1-06,       9,        -8.469,     19701.008,         18682,       0,    1,                                        ,                                        ,                 H2O, 1753603638.88,         0.252,         3.745,        69.571,         0.000,         0.018,         1.659,       218.737,       -20.528,         7.511,       130.535,         0.743,       -25.106,       -0.0000,       -0.0000,    1,        43.562,         1,       6,       4,20250722_TristanCaro,       0,       1
    61,    P-2571,   2025/07/27 01:13:31,           1-07,       1,        -7.623,     21259.520,         19017,      -1,    1,                                        ,                                        ,                 H2O, 1753604316.63,         0.283,         6.328,        67.618,         0.001,        -0.096,         1.608,       222.396,       -24.611,         8.095,       138.014,         0.753,       -27.378,       -0.0000,       -0.0000,    1,        43.562,         1,       7,       4,20250722_TristanCaro,       0,       1
    62,    P-2571,   2025/07/27 01:22:32,           1-07,       2,        -7.422,     21345.197,         18687,      -1,    1,                                        ,                                        ,                 H2O, 1753604857.66,         0.287,         6.846,        69.741,         0.000,        -0.129,         1.657,       219.674,       -23.614,         7.919,       136.323,         0.757,       -26.726,        0.0000,        0.0000,    1,        43.625,         1,       7,       4,20250722_TristanCaro,       0,       1
    63,    P-2571,   2025/07/27 01:31:33,           1-07,       3,        -7.441,     21386.754,         18705,      -1,    1,                                        ,                                        ,                 H2O, 1753605398.69,         0.256,         7.922,        66.981,        -0.000,        -0.163,         1.592,       219.797,       -23.333,         7.893,       136.367,         0.757,       -26.803,        0.0000,        0.0000,    1,        43.562,         1,       7,       4,20250722_TristanCaro,       0,       1
    64,    P-2571,   2025/07/27 01:40:33,           1-07,       4,        -7.407,     21415.981,         18607,       0,    1,                                        ,                                        ,                 H2O, 1753605939.08,         0.274,         6.993,        68.351,         0.000,        -0.128,         1.627,       218.812,       -23.379,         7.859,       138.000,         0.755,       -26.236,       -0.0000,       -0.0000,    1,        43.562,         1,       7,       4,20250722_TristanCaro,       0,       1
    65,    P-2571,   2025/07/27 01:49:34,           1-07,       5,        -7.412,     21453.299,         18708,       0,    1,                                        ,                                        ,                 H2O, 1753606479.96,         0.278,         7.688,        66.666,        -0.000,        -0.154,         1.588,       219.859,       -23.840,         7.950,       137.709,         0.761,       -26.785,       -0.0000,       -0.0000,    1,        43.500,         1,       7,       4,20250722_TristanCaro,       0,       1
    66,    P-2571,   2025/07/27 01:58:34,           1-07,       6,        -7.381,     21472.649,         18828,       0,    1,                                        ,                                        ,                 H2O, 1753607020.16,         0.284,         8.346,        67.497,        -0.000,        -0.170,         1.605,       220.600,       -24.239,         8.013,       139.080,         0.755,       -26.844,       -0.0000,       -0.0000,    1,        43.500,         1,       7,       4,20250722_TristanCaro,       0,       1
    67,    P-2571,   2025/07/27 02:07:34,           1-07,       7,        -7.421,     21480.494,         18663,       0,    1,                                        ,                                        ,                 H2O, 1753607560.28,         0.276,         7.226,        67.258,         0.001,        -0.139,         1.598,       219.594,       -23.804,         7.952,       136.605,         0.753,       -26.859,       -0.0000,       -0.0000,    1,        43.500,         1,       7,       4,20250722_TristanCaro,       0,       1
    68,    P-2571,   2025/07/27 02:16:34,           1-07,       8,        -7.414,     21485.188,         18659,       0,    1,                                        ,                                        ,                 H2O, 1753608100.33,         0.306,         6.543,        70.622,         0.001,        -0.115,         1.687,       219.413,       -24.166,         7.950,       138.191,         0.758,       -26.582,        0.0000,        0.0000,    1,        43.500,         1,       7,       4,20250722_TristanCaro,       0,       1
    69,    P-2571,   2025/07/27 02:25:35,           1-07,       9,        -7.443,     21488.889,         18745,       0,    1,                                        ,                                        ,                 H2O, 1753608641.30,         0.231,         6.369,        71.356,         0.001,        -0.113,         1.696,       220.353,       -23.958,         7.989,       136.665,         0.757,       -27.110,       -0.0000,       -0.0000,    1,        43.562,         1,       7,       4,20250722_TristanCaro,       0,       1
    70,    P-2572,   2025/07/27 02:36:50,           1-08,       1,        -8.336,     20440.767,         18950,      -1,    1,                                        ,                                        ,                 H2O, 1753609316.46,         0.272,         4.205,        70.888,         0.000,        -0.016,         1.677,       221.200,       -22.532,         7.851,       134.921,         0.755,       -26.220,       -0.0000,       -0.0000,    1,        43.500,         1,       8,       4,20250722_TristanCaro,       0,       1
    71,    P-2572,   2025/07/27 02:45:52,           1-08,       2,        -8.327,     20305.897,         18653,      -1,    1,                                        ,                                        ,                 H2O, 1753609857.57,         0.232,         4.133,        67.408,         0.001,        -0.052,         1.603,       218.788,       -21.313,         7.611,       133.066,         0.746,       -25.649,        0.0000,        0.0000,    1,        43.562,         1,       8,       4,20250722_TristanCaro,       0,       1
    72,    P-2572,   2025/07/27 02:54:52,           1-08,       3,        -8.332,     20316.596,         18713,      -1,    1,                                        ,                                        ,                 H2O, 1753610397.91,         0.255,         5.084,        67.007,         0.000,        -0.083,         1.600,       219.260,       -22.134,         7.715,       133.364,         0.752,       -25.703,       -0.0000,       -0.0000,    1,        43.562,         1,       8,       4,20250722_TristanCaro,       0,       1
    73,    P-2572,   2025/07/27 03:03:53,           1-08,       4,        -8.339,     20341.246,         18697,       0,    1,                                        ,                                        ,                 H2O, 1753610939.26,         0.272,         4.853,        70.714,        -0.001,        -0.061,         1.690,       219.220,       -22.280,         7.730,       133.233,         0.751,       -25.833,        0.0000,        0.0000,    1,        43.562,         1,       8,       4,20250722_TristanCaro,       0,       1
